x,y,val
79.000000,6.000000,-25.568697
85.000000,6.000000,-507.527091
90.000000,6.000000,-260.881717
96.000000,6.000000,-351.017254
101.000000,6.000000,-571.612965
107.000000,6.000000,-633.367964
113.000000,6.000000,-708.100153
118.000000,6.000000,-580.996428
124.000000,6.000000,-416.636425
130.000000,6.000000,242.450723
135.000000,6.000000,-50.861204
141.000000,6.000000,-615.144459
147.000000,6.000000,213.874258
152.000000,6.000000,83.702725
158.000000,6.000000,-597.946837
164.000000,6.000000,-573.994690
169.000000,6.000000,-322.785422
175.000000,6.000000,-254.364287
181.000000,6.000000,97.249202
186.000000,6.000000,-273.516258
192.000000,6.000000,-9.490989
198.000000,6.000000,343.010103
4.000000,7.000000,429.451898
10.000000,7.000000,200.061425
16.000000,7.000000,-76.396080
21.000000,7.000000,-245.691707
27.000000,7.000000,-424.181017
33.000000,7.000000,-383.464866
38.000000,7.000000,-184.131323
44.000000,7.000000,-124.004334
50.000000,7.000000,-612.283670
55.000000,7.000000,-405.452831
61.000000,7.000000,-331.816754
67.000000,7.000000,-331.337982
72.000000,7.000000,47.596612
78.000000,7.000000,84.861262
84.000000,7.000000,-532.409110
89.000000,7.000000,-90.670080
95.000000,7.000000,-306.360899
100.000000,7.000000,-400.293644
106.000000,7.000000,-566.740367
112.000000,7.000000,-589.451047
117.000000,7.000000,-695.418244
123.000000,7.000000,-417.198810
129.000000,7.000000,41.928143
134.000000,7.000000,-84.068661
140.000000,7.000000,-325.831659
146.000000,7.000000,22.894582
151.000000,7.000000,-163.444810
157.000000,7.000000,-458.080175
163.000000,7.000000,-676.380705
168.000000,7.000000,-364.673842
174.000000,7.000000,-222.926512
180.000000,7.000000,29.166620
185.000000,7.000000,-108.168893
191.000000,7.000000,-164.202276
197.000000,7.000000,239.757915
3.000000,8.000000,359.294267
9.000000,8.000000,291.057337
15.000000,8.000000,23.550924
20.000000,8.000000,-213.038226
26.000000,8.000000,-422.313622
32.000000,8.000000,-470.685461
37.000000,8.000000,-191.172311
43.000000,8.000000,-78.344336
49.000000,8.000000,-424.999503
54.000000,8.000000,-499.232845
60.000000,8.000000,-355.138664
66.000000,8.000000,-328.384233
71.000000,8.000000,2.365808
77.000000,8.000000,192.200277
83.000000,8.000000,-340.554266
88.000000,8.000000,27.236759
94.000000,8.000000,-271.195203
99.000000,8.000000,-227.745430
105.000000,8.000000,-517.742624
111.000000,8.000000,-441.207520
116.000000,8.000000,-644.982000
122.000000,8.000000,-433.087156
128.000000,8.000000,-218.931935
133.000000,8.000000,-127.479662
139.000000,8.000000,-41.745407
145.000000,8.000000,-263.136396
150.000000,8.000000,4.422628
156.000000,8.000000,-369.336087
162.000000,8.000000,-585.637469
167.000000,8.000000,-416.471310
173.000000,8.000000,-38.918968
179.000000,8.000000,-111.748654
184.000000,8.000000,-53.499678
190.000000,8.000000,-414.633307
196.000000,8.000000,-34.820102
2.000000,9.000000,161.074939
8.000000,9.000000,268.940835
14.000000,9.000000,111.716329
19.000000,9.000000,-236.330794
25.000000,9.000000,-384.744949
31.000000,9.000000,-381.093528
36.000000,9.000000,48.602925
42.000000,9.000000,-143.702206
48.000000,9.000000,-94.506006
53.000000,9.000000,-501.392238
59.000000,9.000000,-363.131149
65.000000,9.000000,-265.471472
70.000000,9.000000,-283.253292
76.000000,9.000000,411.802032
82.000000,9.000000,-199.631565
87.000000,9.000000,123.563737
93.000000,9.000000,-324.027515
98.000000,9.000000,-80.778211
104.000000,9.000000,-379.821485
110.000000,9.000000,-556.955128
115.000000,9.000000,-581.507284
121.000000,9.000000,-351.234238
127.000000,9.000000,-320.730143
132.000000,9.000000,-288.481110
138.000000,9.000000,258.073843
144.000000,9.000000,-224.198297
149.000000,9.000000,90.563351
155.000000,9.000000,-164.082614
161.000000,9.000000,-383.234309
166.000000,9.000000,-618.280295
172.000000,9.000000,-15.910732
178.000000,9.000000,-123.489589
183.000000,9.000000,52.004187
189.000000,9.000000,-482.159616
195.000000,9.000000,-203.578167
1.000000,10.000000,-24.655254
7.000000,10.000000,307.575286
13.000000,10.000000,177.011353
18.000000,10.000000,-193.226199
24.000000,10.000000,-349.941192
30.000000,10.000000,-314.085994
35.000000,10.000000,328.430389
41.000000,10.000000,-132.360508
47.000000,10.000000,86.975977
52.000000,10.000000,-381.877555
58.000000,10.000000,-315.240188
64.000000,10.000000,-373.531143
69.000000,10.000000,-522.524724
75.000000,10.000000,380.526059
81.000000,10.000000,-268.402899
86.000000,10.000000,84.961263
92.000000,10.000000,-478.729602
97.000000,10.000000,-81.677858
103.000000,10.000000,-240.243043
109.000000,10.000000,-641.325664
114.000000,10.000000,-624.197459
120.000000,10.000000,-276.140576
126.000000,10.000000,-426.693560
131.000000,10.000000,-395.040370
137.000000,10.000000,143.570748
143.000000,10.000000,412.444289
148.000000,10.000000,-125.923241
154.000000,10.000000,61.569240
160.000000,10.000000,-371.484190
165.000000,10.000000,-484.051700
171.000000,10.000000,-242.248239
177.000000,10.000000,-92.578605
182.000000,10.000000,213.645849
188.000000,10.000000,-391.513560
194.000000,10.000000,-257.190118
199.000000,10.000000,-49.887689
0.000000,11.000000,-31.470184
6.000000,11.000000,264.798435
12.000000,11.000000,261.831326
17.000000,11.000000,57.058201
23.000000,11.000000,-323.365265
29.000000,11.000000,-379.001514
34.000000,11.000000,290.744099
40.000000,11.000000,0.306317
46.000000,11.000000,-23.324000
51.000000,11.000000,-151.839982
57.000000,11.000000,-267.208589
63.000000,11.000000,-313.708681
68.000000,11.000000,-454.643560
74.000000,11.000000,139.855840
80.000000,11.000000,-359.457911
85.000000,11.000000,-141.917772
91.000000,11.000000,-501.097957
96.000000,11.000000,-215.447797
102.000000,11.000000,-196.814672
108.000000,11.000000,-838.210174
113.000000,11.000000,-690.654620
119.000000,11.000000,-235.660323
125.000000,11.000000,-546.408553
130.000000,11.000000,-237.101463
136.000000,11.000000,-221.700611
142.000000,11.000000,866.998640
147.000000,11.000000,-298.925450
153.000000,11.000000,76.158018
159.000000,11.000000,-139.807384
164.000000,11.000000,-431.663374
170.000000,11.000000,-190.562411
176.000000,11.000000,215.721280
181.000000,11.000000,371.197230
187.000000,11.000000,-336.961303
193.000000,11.000000,-218.673646
198.000000,11.000000,-37.837270
5.000000,12.000000,292.372372
11.000000,12.000000,266.943619
16.000000,12.000000,311.970097
22.000000,12.000000,-296.804770
28.000000,12.000000,-390.223825
33.000000,12.000000,164.078095
39.000000,12.000000,139.764195
45.000000,12.000000,10.658100
50.000000,12.000000,-63.943703
56.000000,12.000000,-114.851178
62.000000,12.000000,-199.312152
67.000000,12.000000,-305.556726
73.000000,12.000000,214.899498
79.000000,12.000000,-357.787245
84.000000,12.000000,-218.623771
90.000000,12.000000,-394.878688
95.000000,12.000000,-293.040038
101.000000,12.000000,-177.708883
107.000000,12.000000,-878.152924
112.000000,12.000000,-693.917403
118.000000,12.000000,-381.078155
124.000000,12.000000,-448.695112
129.000000,12.000000,-267.948803
135.000000,12.000000,-451.197354
141.000000,12.000000,1208.054041
146.000000,12.000000,152.079912
152.000000,12.000000,1.348415
158.000000,12.000000,-24.947829
163.000000,12.000000,-429.747819
169.000000,12.000000,10.611604
175.000000,12.000000,287.036070
180.000000,12.000000,460.602057
186.000000,12.000000,-338.330610
192.000000,12.000000,-60.689072
197.000000,12.000000,-88.925622
4.000000,13.000000,217.337044
10.000000,13.000000,184.403727
15.000000,13.000000,282.659677
21.000000,13.000000,-258.453278
27.000000,13.000000,-311.761432
32.000000,13.000000,2.108814
38.000000,13.000000,245.513192
44.000000,13.000000,-147.959059
49.000000,13.000000,-197.382184
55.000000,13.000000,46.936274
61.000000,13.000000,-63.151511
66.000000,13.000000,-218.314287
72.000000,13.000000,313.758659
78.000000,13.000000,-211.355847
83.000000,13.000000,-199.544617
89.000000,13.000000,-131.305157
94.000000,13.000000,-321.532559
100.000000,13.000000,-125.582815
106.000000,13.000000,-770.524001
111.000000,13.000000,-725.174415
117.000000,13.000000,-432.737772
123.000000,13.000000,-336.206840
128.000000,13.000000,-352.442539
134.000000,13.000000,-450.185101
140.000000,13.000000,988.099368
145.000000,13.000000,625.046958
151.000000,13.000000,84.385730
157.000000,13.000000,-18.719075
162.000000,13.000000,-93.637037
168.000000,13.000000,17.952879
174.000000,13.000000,9.186707
179.000000,13.000000,399.421852
185.000000,13.000000,-353.494970
191.000000,13.000000,-192.167582
196.000000,13.000000,-152.402827
3.000000,14.000000,307.212961
9.000000,14.000000,14.401148
14.000000,14.000000,96.217764
20.000000,14.000000,-349.774627
26.000000,14.000000,-188.721345
31.000000,14.000000,-70.978965
37.000000,14.000000,189.721625
43.000000,14.000000,-299.473907
48.000000,14.000000,-227.671577
54.000000,14.000000,64.619517
60.000000,14.000000,-98.135402
65.000000,14.000000,-147.289697
71.000000,14.000000,80.115545
77.000000,14.000000,-163.584395
82.000000,14.000000,-187.821058
88.000000,14.000000,273.452706
93.000000,14.000000,-302.037684
99.000000,14.000000,17.099761
105.000000,14.000000,-730.888499
110.000000,14.000000,-684.823387
116.000000,14.000000,-409.149555
122.000000,14.000000,-456.461701
127.000000,14.000000,-249.325142
133.000000,14.000000,-516.115562
139.000000,14.000000,457.122784
144.000000,14.000000,669.206478
150.000000,14.000000,-121.032132
156.000000,14.000000,84.749525
161.000000,14.000000,85.097012
167.000000,14.000000,-270.904632
173.000000,14.000000,-138.706756
178.000000,14.000000,127.180657
184.000000,14.000000,-19.898715
190.000000,14.000000,-313.621293
195.000000,14.000000,250.132787
2.000000,15.000000,391.598826
8.000000,15.000000,64.739373
13.000000,15.000000,121.706606
19.000000,15.000000,-372.794525
25.000000,15.000000,-261.395185
30.000000,15.000000,-81.191153
36.000000,15.000000,43.748190
42.000000,15.000000,-335.533293
47.000000,15.000000,-190.347701
53.000000,15.000000,-71.611833
59.000000,15.000000,-278.276019
64.000000,15.000000,-145.265423
70.000000,15.000000,-118.906669
76.000000,15.000000,87.947171
81.000000,15.000000,-183.110743
87.000000,15.000000,329.772554
92.000000,15.000000,-310.068781
98.000000,15.000000,306.921513
104.000000,15.000000,-535.852625
109.000000,15.000000,-656.704240
115.000000,15.000000,-494.931281
121.000000,15.000000,-489.884843
126.000000,15.000000,7.998927
132.000000,15.000000,-458.828912
138.000000,15.000000,349.074495
143.000000,15.000000,1000.979483
149.000000,15.000000,-440.907269
155.000000,15.000000,217.000773
160.000000,15.000000,302.384351
166.000000,15.000000,-95.017148
172.000000,15.000000,-262.961533
177.000000,15.000000,140.205052
183.000000,15.000000,284.673118
189.000000,15.000000,-85.697352
194.000000,15.000000,770.714768
1.000000,16.000000,385.462749
7.000000,16.000000,48.700261
12.000000,16.000000,12.838709
18.000000,16.000000,-436.551307
24.000000,16.000000,-398.480932
29.000000,16.000000,-109.713538
35.000000,16.000000,97.740784
41.000000,16.000000,-244.853248
46.000000,16.000000,-314.745106
52.000000,16.000000,-78.394940
58.000000,16.000000,-427.319668
63.000000,16.000000,-239.989278
69.000000,16.000000,-225.442546
75.000000,16.000000,331.039675
80.000000,16.000000,-69.379117
86.000000,16.000000,197.137169
91.000000,16.000000,-230.726598
97.000000,16.000000,469.875115
103.000000,16.000000,-394.771098
108.000000,16.000000,-582.887652
114.000000,16.000000,-571.168919
120.000000,16.000000,-467.803058
125.000000,16.000000,-255.867848
131.000000,16.000000,-313.031555
137.000000,16.000000,107.691050
142.000000,16.000000,1005.136495
148.000000,16.000000,-594.338071
154.000000,16.000000,293.355123
159.000000,16.000000,784.273957
165.000000,16.000000,116.823392
171.000000,16.000000,-324.551535
176.000000,16.000000,66.314358
182.000000,16.000000,329.146401
188.000000,16.000000,6.176874
193.000000,16.000000,956.363828
199.000000,16.000000,212.345912
0.000000,17.000000,283.349215
6.000000,17.000000,-140.564325
11.000000,17.000000,-99.088452
17.000000,17.000000,-481.121369
23.000000,17.000000,-468.849574
28.000000,17.000000,-176.810508
34.000000,17.000000,89.706051
40.000000,17.000000,-365.331513
45.000000,17.000000,-466.364616
51.000000,17.000000,-128.438246
57.000000,17.000000,-330.558021
62.000000,17.000000,-314.063145
68.000000,17.000000,-243.542279
74.000000,17.000000,438.578997
79.000000,17.000000,44.849656
85.000000,17.000000,35.103223
90.000000,17.000000,-13.553914
96.000000,17.000000,371.431154
102.000000,17.000000,-430.399061
107.000000,17.000000,-452.484880
113.000000,17.000000,-639.665103
119.000000,17.000000,-393.538533
124.000000,17.000000,-551.419511
130.000000,17.000000,17.114567
136.000000,17.000000,-154.973116
141.000000,17.000000,563.829170
147.000000,17.000000,-352.191777
153.000000,17.000000,-154.510915
158.000000,17.000000,760.977900
164.000000,17.000000,405.015757
170.000000,17.000000,-187.978033
175.000000,17.000000,-285.423732
181.000000,17.000000,281.601362
187.000000,17.000000,-107.341926
192.000000,17.000000,1323.583512
198.000000,17.000000,432.237795
5.000000,18.000000,-73.641009
10.000000,18.000000,-183.030428
16.000000,18.000000,-355.547075
22.000000,18.000000,-448.729964
27.000000,18.000000,-300.803650
33.000000,18.000000,28.792497
39.000000,18.000000,-482.916206
44.000000,18.000000,-444.638894
50.000000,18.000000,-328.629418
56.000000,18.000000,-338.105193
61.000000,18.000000,-434.149075
67.000000,18.000000,-304.774911
73.000000,18.000000,192.602362
78.000000,18.000000,-127.999721
84.000000,18.000000,72.487633
89.000000,18.000000,158.506835
95.000000,18.000000,175.725813
101.000000,18.000000,-229.507303
106.000000,18.000000,-295.185283
112.000000,18.000000,-591.917389
118.000000,18.000000,-363.067225
123.000000,18.000000,-617.491412
129.000000,18.000000,196.825220
135.000000,18.000000,-125.503177
140.000000,18.000000,208.817452
146.000000,18.000000,157.718400
152.000000,18.000000,-607.687889
157.000000,18.000000,449.335124
163.000000,18.000000,512.680304
169.000000,18.000000,75.863432
174.000000,18.000000,-391.524750
180.000000,18.000000,-11.745483
186.000000,18.000000,-88.243953
191.000000,18.000000,1037.346157
197.000000,18.000000,703.843502
4.000000,19.000000,142.826515
9.000000,19.000000,-178.180954
15.000000,19.000000,-208.216769
21.000000,19.000000,-392.258132
26.000000,19.000000,-429.671036
32.000000,19.000000,-51.463687
38.000000,19.000000,-447.127243
43.000000,19.000000,-352.407351
49.000000,19.000000,-357.533055
55.000000,19.000000,-311.871477
60.000000,19.000000,-504.218996
66.000000,19.000000,-395.240888
72.000000,19.000000,-22.819377
77.000000,19.000000,-94.268046
83.000000,19.000000,-107.678803
88.000000,19.000000,62.556647
94.000000,19.000000,69.558810
100.000000,19.000000,-71.081865
105.000000,19.000000,-164.954661
111.000000,19.000000,-626.190250
117.000000,19.000000,-335.409044
122.000000,19.000000,-682.509641
128.000000,19.000000,-167.812143
134.000000,19.000000,232.979318
139.000000,19.000000,-80.638726
145.000000,19.000000,427.551937
151.000000,19.000000,-604.850333
156.000000,19.000000,-73.434569
162.000000,19.000000,369.205486
168.000000,19.000000,307.173997
173.000000,19.000000,-323.891417
179.000000,19.000000,-432.195758
185.000000,19.000000,-117.880567
190.000000,19.000000,823.599655
196.000000,19.000000,934.349285
3.000000,20.000000,202.663893
8.000000,20.000000,-178.498657
14.000000,20.000000,-173.963939
20.000000,20.000000,-355.407094
25.000000,20.000000,-501.441868
31.000000,20.000000,-136.902541
37.000000,20.000000,-346.071764
42.000000,20.000000,-351.897210
48.000000,20.000000,-342.586632
54.000000,20.000000,-298.174089
59.000000,20.000000,-616.353927
65.000000,20.000000,-547.171571
71.000000,20.000000,156.702331
76.000000,20.000000,-21.458986
82.000000,20.000000,-194.180411
87.000000,20.000000,65.044910
93.000000,20.000000,45.119621
99.000000,20.000000,-30.511840
104.000000,20.000000,-119.455958
110.000000,20.000000,-646.483277
116.000000,20.000000,-331.672033
121.000000,20.000000,-790.897618
127.000000,20.000000,-513.900959
133.000000,20.000000,366.603696
138.000000,20.000000,-28.119050
144.000000,20.000000,249.101282
150.000000,20.000000,-496.511227
155.000000,20.000000,-472.548484
161.000000,20.000000,206.237913
167.000000,20.000000,124.968734
172.000000,20.000000,-297.703244
178.000000,20.000000,-530.687491
184.000000,20.000000,-127.571805
189.000000,20.000000,620.547551
195.000000,20.000000,1149.140933
2.000000,21.000000,-85.020144
7.000000,21.000000,-170.765211
13.000000,21.000000,-55.517512
19.000000,21.000000,-281.730830
24.000000,21.000000,-486.759132
30.000000,21.000000,-176.222848
36.000000,21.000000,-216.303425
41.000000,21.000000,-372.310802
47.000000,21.000000,-380.717103
53.000000,21.000000,-273.075897
58.000000,21.000000,-736.024564
64.000000,21.000000,-524.436079
70.000000,21.000000,202.970264
75.000000,21.000000,-106.920142
81.000000,21.000000,-143.537566
86.000000,21.000000,75.495640
92.000000,21.000000,62.079506
98.000000,21.000000,-43.779613
103.000000,21.000000,-186.973435
109.000000,21.000000,-593.353811
115.000000,21.000000,-217.700355
120.000000,21.000000,-726.972062
126.000000,21.000000,-682.625202
132.000000,21.000000,358.808683
137.000000,21.000000,168.868831
143.000000,21.000000,44.646099
149.000000,21.000000,-240.473084
154.000000,21.000000,-573.026392
160.000000,21.000000,377.625562
166.000000,21.000000,118.540591
171.000000,21.000000,-276.170464
177.000000,21.000000,-358.881812
183.000000,21.000000,-129.782393
188.000000,21.000000,193.827856
194.000000,21.000000,1443.337604
1.000000,22.000000,-189.025504
6.000000,22.000000,-139.400793
12.000000,22.000000,-75.940629
18.000000,22.000000,-257.638235
23.000000,22.000000,-519.573366
29.000000,22.000000,-265.271109
35.000000,22.000000,-226.008721
40.000000,22.000000,-350.440040
46.000000,22.000000,-387.842463
52.000000,22.000000,-330.797752
57.000000,22.000000,-671.335527
63.000000,22.000000,-502.156423
69.000000,22.000000,-59.083553
74.000000,22.000000,-107.020871
80.000000,22.000000,-53.411297
85.000000,22.000000,-99.730813
91.000000,22.000000,162.856699
97.000000,22.000000,-99.104038
102.000000,22.000000,-263.648415
108.000000,22.000000,-420.044702
114.000000,22.000000,-260.496428
119.000000,22.000000,-570.132972
125.000000,22.000000,-647.047525
131.000000,22.000000,-30.372821
136.000000,22.000000,307.956597
142.000000,22.000000,-188.894494
148.000000,22.000000,-229.765705
153.000000,22.000000,-457.420151
159.000000,22.000000,259.390076
165.000000,22.000000,140.769524
170.000000,22.000000,-110.741259
176.000000,22.000000,-46.421818
182.000000,22.000000,-242.101010
187.000000,22.000000,-67.636440
193.000000,22.000000,1393.552967
199.000000,22.000000,-82.686949
0.000000,23.000000,-95.906096
5.000000,23.000000,-250.226322
11.000000,23.000000,-273.512755
17.000000,23.000000,-142.274027
22.000000,23.000000,-412.457945
28.000000,23.000000,-257.055697
34.000000,23.000000,-270.322132
39.000000,23.000000,-295.536359
45.000000,23.000000,-316.175500
51.000000,23.000000,-470.751027
56.000000,23.000000,-502.350900
62.000000,23.000000,-567.552572
68.000000,23.000000,-427.235545
73.000000,23.000000,-18.654912
79.000000,23.000000,-123.574717
84.000000,23.000000,-195.788737
90.000000,23.000000,282.652843
96.000000,23.000000,-137.508772
101.000000,23.000000,-262.529347
107.000000,23.000000,-203.905991
113.000000,23.000000,-451.897855
118.000000,23.000000,-340.244900
124.000000,23.000000,-630.420456
130.000000,23.000000,-462.521768
135.000000,23.000000,240.153324
141.000000,23.000000,-231.477710
147.000000,23.000000,-402.897729
152.000000,23.000000,-382.533979
158.000000,23.000000,-115.269680
164.000000,23.000000,238.304195
169.000000,23.000000,-255.470906
175.000000,23.000000,-84.882110
181.000000,23.000000,-150.476901
186.000000,23.000000,62.383066
192.000000,23.000000,850.720626
198.000000,23.000000,345.374657
4.000000,24.000000,-320.102806
10.000000,24.000000,-227.023402
16.000000,24.000000,34.658890
21.000000,24.000000,-238.059646
27.000000,24.000000,-341.351594
33.000000,24.000000,-264.313981
38.000000,24.000000,-247.197688
44.000000,24.000000,-370.986461
50.000000,24.000000,-404.651853
55.000000,24.000000,-422.927654
61.000000,24.000000,-589.230641
67.000000,24.000000,-606.536251
72.000000,24.000000,6.449456
78.000000,24.000000,-230.706382
83.000000,24.000000,-285.139781
89.000000,24.000000,160.001442
95.000000,24.000000,-143.218947
100.000000,24.000000,-198.288471
106.000000,24.000000,-29.385280
112.000000,24.000000,-556.917214
117.000000,24.000000,-233.458644
123.000000,24.000000,-628.214951
129.000000,24.000000,-509.177167
134.000000,24.000000,-143.213474
140.000000,24.000000,46.844714
146.000000,24.000000,-520.993413
151.000000,24.000000,-392.713179
157.000000,24.000000,-311.061337
163.000000,24.000000,435.782481
168.000000,24.000000,-202.860804
174.000000,24.000000,-65.676764
180.000000,24.000000,-33.678497
185.000000,24.000000,-207.930434
191.000000,24.000000,434.566368
197.000000,24.000000,556.776148
3.000000,25.000000,-357.613892
9.000000,25.000000,-192.345192
15.000000,25.000000,29.751246
20.000000,25.000000,-115.923132
